Column1,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,year
6214,Foot Locker,1185732,"Monday, June 7, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,49,200,9800,4410,0.45,Online,2021
6215,Foot Locker,1185732,"Monday, June 7, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,47,209,9823,3536.28,0.36,Online,2021
6216,Foot Locker,1185732,"Monday, June 7, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,47,218,10246,4610.7,0.45,Online,2021
6217,Foot Locker,1185732,"Monday, June 7, 2021",Southeast,South Carolina,charleston,Men's Apparel,62,195,12090,5440.5,0.45,Online,2021
6218,Foot Locker,1185732,"Monday, June 7, 2021",Southeast,South Carolina,charleston,Women's Apparel,65,250,16250,10400,0.64,Online,2021
6219,Foot Locker,1185732,"Monday, July 5, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,63,311,19593,11559.87,0.59,Online,2021
6220,Foot Locker,1185732,"Monday, July 5, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,58,270,15660,7673.4,0.49,Online,2021
6221,Foot Locker,1185732,"Monday, July 5, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,51,248,12648,4553.28,0.36,Online,2021
6222,Foot Locker,1185732,"Monday, July 5, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,52,202,10504,4411.68,0.42,Online,2021
6223,Foot Locker,1185732,"Monday, July 5, 2021",Southeast,South Carolina,charleston,Men's Apparel,64,240,15360,6912,0.45,Online,2021
6224,Foot Locker,1185732,"Monday, July 5, 2021",Southeast,South Carolina,charleston,Women's Apparel,66,244,16104,10467.6,0.65,Online,2021
6225,Foot Locker,1185732,"Friday, August 6, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,62,326,20212,11520.84,0.57,Online,2021
6226,Foot Locker,1185732,"Friday, August 6, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,54,243,13122,6429.78,0.49,Online,2021
6227,Foot Locker,1185732,"Friday, August 6, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,50,231,11550,4620,0.4,Online,2021
6228,Foot Locker,1185732,"Friday, August 6, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,44,233,10252,4203.32,0.41,Online,2021
6229,Foot Locker,1185732,"Friday, August 6, 2021",Southeast,South Carolina,charleston,Men's Apparel,51,225,11475,5278.5,0.46,Online,2021
6230,Foot Locker,1185732,"Friday, August 6, 2021",Southeast,South Carolina,charleston,Women's Apparel,58,278,16124,9835.64,0.61,Online,2021
6231,Foot Locker,1185732,"Sunday, September 5, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,51,287,14637,8489.46,0.58,Online,2021
6232,Foot Locker,1185732,"Sunday, September 5, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,48,223,10704,5137.92,0.48,Online,2021
6233,Foot Locker,1185732,"Sunday, September 5, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,38,196,7448,2904.72,0.39,Online,2021
6234,Foot Locker,1185732,"Sunday, September 5, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,39,210,8190,3276,0.4,Online,2021
6235,Foot Locker,1185732,"Sunday, September 5, 2021",Southeast,South Carolina,charleston,Men's Apparel,48,175,8400,3864,0.46,Online,2021
6236,Foot Locker,1185732,"Sunday, September 5, 2021",Southeast,South Carolina,charleston,Women's Apparel,52,232,12064,7238.4,0.6,Online,2021
6237,Foot Locker,1185732,"Thursday, October 7, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,50,244,12200,7320,0.6,Online,2021
6238,Foot Locker,1185732,"Thursday, October 7, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,42,208,8736,4368,0.5,Online,2021
6239,Foot Locker,1185732,"Thursday, October 7, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,41,176,7216,2814.24,0.39,Online,2021
6240,Foot Locker,1185732,"Thursday, October 7, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,41,176,7216,2886.4,0.4,Online,2021
6241,Foot Locker,1185732,"Thursday, October 7, 2021",Southeast,South Carolina,charleston,Men's Apparel,52,189,9828,4717.44,0.48,Online,2021
6242,Foot Locker,1185732,"Thursday, October 7, 2021",Southeast,South Carolina,charleston,Women's Apparel,56,225,12600,8190,0.65,Online,2021
6243,Foot Locker,1185732,"Saturday, November 6, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,50,278,13900,7923,0.57,Online,2021
6244,Foot Locker,1185732,"Saturday, November 6, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,44,188,8272,3722.4,0.45,Online,2021
6245,Foot Locker,1185732,"Saturday, November 6, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,43,202,8686,3040.1,0.35,Online,2021
6246,Foot Locker,1185732,"Saturday, November 6, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,53,225,11925,5008.5,0.42,Online,2021
6247,Foot Locker,1185732,"Saturday, November 6, 2021",Southeast,South Carolina,charleston,Men's Apparel,66,196,12936,6079.92,0.47,Online,2021
6248,Foot Locker,1185732,"Saturday, November 6, 2021",Southeast,South Carolina,charleston,Women's Apparel,74,206,15244,9603.72,0.63,Online,2021
6249,Foot Locker,1185732,"Sunday, December 5, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,67,290,19430,11658,0.6,Online,2021
6250,Foot Locker,1185732,"Sunday, December 5, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,58,219,12702,5715.9,0.45,Online,2021
6251,Sports Direct,1185732,"Sunday, December 5, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,56,215,12040,4214,0.35,Online,2021
6252,Sports Direct,1185732,"Sunday, December 5, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,59,194,11446,5150.7,0.45,Online,2021
6253,Sports Direct,1185732,"Sunday, December 5, 2021",Southeast,South Carolina,charleston,Men's Apparel,66,225,14850,6682.5,0.45,Online,2021
6254,Sports Direct,1185732,"Sunday, December 5, 2021",Southeast,South Carolina,charleston,Women's Apparel,68,228,15504,9302.4,0.6,Online,2021
6255,Sports Direct,1185732,"Wednesday, January 6, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,33,231,7623,3811.5,0.5,Online,2021
6256,Sports Direct,1185732,"Wednesday, January 6, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,34,181,6154,3077,0.5,Online,2021
6257,Sports Direct,1185732,"Wednesday, January 6, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,24,189,4536,2449.44,0.54,Online,2021
6258,Sports Direct,1185732,"Wednesday, January 6, 2021",Southeast,South Carolina,charleston,Women's Athletic Footwear,29,173,5017,2759.35,0.55,Online,2021
6259,Sports Direct,1185732,"Wednesday, January 6, 2021",Southeast,South Carolina,charleston,Men's Apparel,42,156,6552,3013.92,0.46,Online,2021
6260,Sports Direct,1185732,"Wednesday, January 6, 2021",Southeast,South Carolina,charleston,Women's Apparel,34,196,6664,4264.96,0.64,Online,2021
6261,Sports Direct,1185732,"Thursday, February 4, 2021",Southeast,South Carolina,charleston,Men's Street Footwear,34,263,8942,4471,0.5,Online,2021
6262,Sports Direct,1185732,"Thursday, February 4, 2021",Southeast,South Carolina,charleston,Men's Athletic Footwear,34,188,6392,3068.16,0.48,Online,2021
6263,Sports Direct,1185732,"Thursday, February 4, 2021",Southeast,South Carolina,charleston,Women's Street Footwear,23,169,3887,2137.85,0.55,Online,2021
6264,Sports Direct,1185732,"Thursday, February 4, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,29,142,4118,2059,0.5,Online,2021
6265,Sports Direct,1185732,"Thursday, February 4, 2021",Southeast,North Carolina,charlotte,Men's Apparel,44,180,7920,3960,0.5,Online,2021
6266,Sports Direct,1185732,"Thursday, February 4, 2021",Southeast,North Carolina,charlotte,Women's Apparel,29,203,5887,3532.2,0.6,Online,2021
6267,Sports Direct,1185732,"Tuesday, March 2, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,28,276,7728,4173.12,0.54,Online,2021
6268,Sports Direct,1185732,"Tuesday, March 2, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,29,150,4350,1957.5,0.45,Online,2021
6269,Sports Direct,1185732,"Tuesday, March 2, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,19,181,3439,1788.28,0.52,Online,2021
6270,Sports Direct,1185732,"Tuesday, March 2, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,25,124,3100,1674,0.54,Online,2021
6271,Sports Direct,1185732,"Tuesday, March 2, 2021",Southeast,North Carolina,charlotte,Men's Apparel,37,158,5846,2630.7,0.45,Online,2021
6272,Sports Direct,1185732,"Tuesday, March 2, 2021",Southeast,North Carolina,charlotte,Women's Apparel,27,169,4563,2829.06,0.62,Online,2021
6273,Sports Direct,1185732,"Saturday, April 3, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,27,263,7101,3834.54,0.54,Online,2021
6274,Sports Direct,1185732,"Saturday, April 3, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,28,155,4340,2039.8,0.47,Online,2021
6275,Sports Direct,1185732,"Saturday, April 3, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,20,144,2880,1584,0.55,Online,2021
6276,Sports Direct,1185732,"Saturday, April 3, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,24,140,3360,1814.4,0.54,Online,2021
6277,Sports Direct,1185732,"Saturday, April 3, 2021",Southeast,North Carolina,charlotte,Men's Apparel,42,131,5502,2751,0.5,Online,2021
6278,Sports Direct,1185732,"Saturday, April 3, 2021",Southeast,North Carolina,charlotte,Women's Apparel,32,189,6048,3689.28,0.61,Online,2021
6279,Sports Direct,1185732,"Sunday, May 2, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,41,246,10086,5547.3,0.55,Online,2021
6280,Sports Direct,1185732,"Sunday, May 2, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,42,182,7644,3516.24,0.46,Online,2021
6281,Sports Direct,1185732,"Sunday, May 2, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,37,169,6253,3314.09,0.53,Online,2021
6282,Sports Direct,1185732,"Sunday, May 2, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,38,150,5700,3078,0.54,Online,2021
6283,Sports Direct,1185732,"Sunday, May 2, 2021",Southeast,North Carolina,charlotte,Men's Apparel,46,150,6900,3381,0.49,Online,2021
6284,Sports Direct,1185732,"Sunday, May 2, 2021",Southeast,North Carolina,charlotte,Women's Apparel,51,203,10353,6418.86,0.62,Online,2021
6285,Sports Direct,1185732,"Friday, June 4, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,46,238,10948,6021.4,0.55,Online,2021
6286,Sports Direct,1185732,"Friday, June 4, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,42,182,7644,3592.68,0.47,Online,2021
6287,Sports Direct,1185732,"Friday, June 4, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,47,169,7943,4289.22,0.54,Online,2021
6288,Sports Direct,1185732,"Friday, June 4, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,49,169,8281,4223.31,0.51,Online,2021
6289,Sports Direct,1185732,"Friday, June 4, 2021",Southeast,North Carolina,charlotte,Men's Apparel,61,163,9943,4872.07,0.49,Online,2021
6290,Sports Direct,1185732,"Friday, June 4, 2021",Southeast,North Carolina,charlotte,Women's Apparel,67,231,15477,9286.2,0.6,Online,2021
6291,Sports Direct,1185732,"Friday, July 2, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,60,294,17640,8820,0.5,Online,2021
6292,Sports Direct,1185732,"Friday, July 2, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,58,224,12992,6496,0.5,Online,2021
6293,Sports Direct,1185732,"Friday, July 2, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,53,196,10388,5713.4,0.55,Online,2021
6294,Sports Direct,1185732,"Friday, July 2, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,52,203,10556,5383.56,0.51,Online,2021
6295,Sports Direct,1185732,"Friday, July 2, 2021",Southeast,North Carolina,charlotte,Men's Apparel,59,182,10738,5261.62,0.49,Online,2021
6296,Sports Direct,1185732,"Friday, July 2, 2021",Southeast,North Carolina,charlotte,Women's Apparel,64,263,16832,10604.16,0.63,Online,2021
6297,Sports Direct,1185732,"Tuesday, August 3, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,61,308,18788,9957.64,0.53,Online,2021
6298,Sports Direct,1185732,"Tuesday, August 3, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,58,200,11600,5220,0.45,Online,2021
6299,Sports Direct,1185732,"Tuesday, August 3, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,54,210,11340,6010.2,0.53,Online,2021
6300,Sports Direct,1185732,"Tuesday, August 3, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,44,182,8008,4244.24,0.53,Online,2021
6301,Sports Direct,1185732,"Tuesday, August 3, 2021",Southeast,North Carolina,charlotte,Men's Apparel,53,176,9328,4477.44,0.48,Online,2021
6302,Sports Direct,1185732,"Tuesday, August 3, 2021",Southeast,North Carolina,charlotte,Women's Apparel,54,231,12474,7983.36,0.64,Online,2021
6303,Sports Direct,1185732,"Thursday, September 2, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,53,250,13250,6890,0.52,Online,2021
6304,Sports Direct,1185732,"Thursday, September 2, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,49,181,8869,4434.5,0.5,Online,2021
6305,Sports Direct,1185732,"Thursday, September 2, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,28,175,4900,2499,0.51,Online,2021
6306,Sports Direct,1185732,"Thursday, September 2, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,28,150,4200,2100,0.5,Online,2021
6307,Sports Direct,1185732,"Thursday, September 2, 2021",Southeast,North Carolina,charlotte,Men's Apparel,38,156,5928,2726.88,0.46,Online,2021
6308,Sports Direct,1185732,"Thursday, September 2, 2021",Southeast,North Carolina,charlotte,Women's Apparel,41,203,8323,5077.03,0.61,Online,2021
6309,Sports Direct,1185732,"Monday, October 4, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,42,245,10290,5556.6,0.54,Online,2021
6310,Sports Direct,1185732,"Monday, October 4, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,33,196,6468,2975.28,0.46,Online,2021
6311,Sports Direct,1185732,"Monday, October 4, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,34,150,5100,2601,0.51,Online,2021
6312,Sports Direct,1185732,"Monday, October 4, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,34,160,5440,2937.6,0.54,Online,2021
6313,Sports Direct,1185732,"Monday, October 4, 2021",Southeast,North Carolina,charlotte,Men's Apparel,42,149,6258,2941.26,0.47,Online,2021
6314,Sports Direct,1185732,"Monday, October 4, 2021",Southeast,North Carolina,charlotte,Women's Apparel,48,176,8448,5322.24,0.63,Online,2021
6315,Sports Direct,1185732,"Wednesday, November 3, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,44,215,9460,5203,0.55,Online,2021
6316,Sports Direct,1185732,"Wednesday, November 3, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,32,195,6240,2932.8,0.47,Online,2021
6317,Sports Direct,1185732,"Wednesday, November 3, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,38,167,6346,3426.84,0.54,Online,2021
6318,Sports Direct,1185732,"Wednesday, November 3, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,55,163,8965,4572.15,0.51,Online,2021
6319,Sports Direct,1185732,"Wednesday, November 3, 2021",Southeast,North Carolina,charlotte,Men's Apparel,72,163,11736,5750.64,0.49,Online,2021
6320,Sports Direct,1185732,"Wednesday, November 3, 2021",Southeast,North Carolina,charlotte,Women's Apparel,72,210,15120,9676.8,0.64,Online,2021
6321,Sports Direct,1185732,"Thursday, December 2, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,64,244,15616,7964.16,0.51,Online,2021
6322,Sports Direct,1185732,"Thursday, December 2, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,55,202,11110,4999.5,0.45,Online,2021
6323,Amazon,1185732,"Thursday, December 2, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,55,218,11990,6114.9,0.51,Online,2021
6324,Amazon,1185732,"Thursday, December 2, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,55,196,10780,5821.2,0.54,Online,2021
6325,Amazon,1185732,"Thursday, December 2, 2021",Southeast,North Carolina,charlotte,Men's Apparel,65,169,10985,5382.65,0.49,Online,2021
6326,Amazon,1185732,"Thursday, December 2, 2021",Southeast,North Carolina,charlotte,Women's Apparel,69,225,15525,10091.25,0.65,Online,2021
6327,Amazon,1185732,"Wednesday, January 13, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,32,194,6208,3228.16,0.52,Online,2021
6328,Amazon,1185732,"Wednesday, January 13, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,33,150,4950,2475,0.5,Online,2021
6329,Amazon,1185732,"Wednesday, January 13, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,24,167,4008,2164.32,0.54,Online,2021
6330,Amazon,1185732,"Wednesday, January 13, 2021",Southeast,North Carolina,charlotte,Women's Athletic Footwear,29,123,3567,1854.84,0.52,Online,2021
6331,Amazon,1185732,"Wednesday, January 13, 2021",Southeast,North Carolina,charlotte,Men's Apparel,44,128,5632,2816,0.5,Online,2021
6332,Amazon,1185732,"Wednesday, January 13, 2021",Southeast,North Carolina,charlotte,Women's Apparel,32,173,5536,3598.4,0.65,Online,2021
6333,Amazon,1185732,"Thursday, February 11, 2021",Southeast,North Carolina,charlotte,Men's Street Footwear,32,231,7392,3696,0.5,Online,2021
6334,Amazon,1185732,"Thursday, February 11, 2021",Southeast,North Carolina,charlotte,Men's Athletic Footwear,33,143,4719,2359.5,0.5,Online,2021
6335,Amazon,1185732,"Thursday, February 11, 2021",Southeast,North Carolina,charlotte,Women's Street Footwear,23,158,3634,1817,0.5,Online,2021
6336,Amazon,1185732,"Thursday, February 11, 2021",Midwest,Ohio,columbus,Women's Athletic Footwear,29,101,2929,1464.5,0.5,Online,2021
6337,Amazon,1185732,"Thursday, February 11, 2021",Midwest,Ohio,columbus,Men's Apparel,41,122,5002,2300.92,0.46,Online,2021
6338,Amazon,1185732,"Thursday, February 11, 2021",Midwest,Ohio,columbus,Women's Apparel,29,143,4147,2529.67,0.61,Online,2021
6339,Amazon,1185732,"Tuesday, March 9, 2021",Midwest,Ohio,columbus,Men's Street Footwear,27,231,6237,3243.24,0.52,Online,2021
6340,Amazon,1185732,"Tuesday, March 9, 2021",Midwest,Ohio,columbus,Men's Athletic Footwear,27,126,3402,1530.9,0.45,Online,2021
6341,Amazon,1185732,"Tuesday, March 9, 2021",Midwest,Ohio,columbus,Women's Street Footwear,20,124,2480,1314.4,0.53,Online,2021
6342,Amazon,1185732,"Tuesday, March 9, 2021",Midwest,Ohio,columbus,Women's Athletic Footwear,24,98,2352,1223.04,0.52,Online,2021
6343,Amazon,1185732,"Tuesday, March 9, 2021",Midwest,Ohio,columbus,Men's Apparel,37,113,4181,2048.69,0.49,Online,2021
6344,Amazon,1185732,"Tuesday, March 9, 2021",Midwest,Ohio,columbus,Women's Apparel,28,128,3584,2186.24,0.61,Online,2021
6345,Amazon,1185732,"Saturday, April 10, 2021",Midwest,Ohio,columbus,Men's Street Footwear,28,218,6104,3357.2,0.55,Online,2021
6346,Amazon,1185732,"Saturday, April 10, 2021",Midwest,Ohio,columbus,Men's Athletic Footwear,28,111,3108,1522.92,0.49,Online,2021
6347,Amazon,1185732,"Saturday, April 10, 2021",Midwest,Ohio,columbus,Women's Street Footwear,19,106,2014,1067.42,0.53,Online,2021
